Response,Explanatory1,Explanatory2,Explanatory3,Explanatory4,Explanatory5,Explanatory6,Explanatory7,Explanatory8,Explanatory9,Explanatory10,Explanatory11,Explanatory12,Explanatory13,Explanatory14,Explanatory15,Explanatory16,Explanatory17
-124.912,-17.931,-198.592,62.07,-163.821,91.97,42.282,28.986,-89.343,-18.444,220.623,-97.774,-174.328,36.945,-68.401,-236.725,88.101,-86.995
-138.731,-64.317,-200.2,8.972,-165.733,73.572,42.293,19.761,-92.537,7.831,197.479,-79.704,-166.616,18.112,-33.812,-136.381,99.719,-114.248
-144.693,1.266,-199.327,96.955,-137.037,75.789,54.345,32.448,-80.887,2.291,178.383,-2.104,-163.53,32.561,-24.056,-195.217,93.582,-61.049
-123.374,-16.964,-198.101,65.308,-152.881,70.344,49.637,2.089,-83.998,8.899,199.672,-117.218,-166.82,23.586,-70.776,-264.528,96.102,-101.903
-156.138,-55.642,-198.368,76.28,-120.423,90.519,37.706,27.03,-86.086,-23.8,198.486,-26.47,-177.799,34.016,-15.351,-203.234,78.179,-98.578
-134.286,14.192,-199.369,66.056,-176.336,57.56,62.005,36.007,-83.383,-37.682,197.22,-163.005,-178.335,25.695,-30.116,-217.418,92.334,-147.721
-122.706,-17.879,-199.497,36.533,-137.854,65.486,45.05,4.772,-79.607,-10.08,192.243,-62.172,-179.002,26.179,-52.002,-198.101,94.357,-111.109
-139.286,23.021,-199.332,13.856,-183.842,61.326,47.859,0.637,-92.037,-17.275,193.137,-5.282,-181.284,24.945,16.446,-202.903,79.112,-153.386
-133.368,-80.389,-198.335,70.652,-153.72,96.543,31.106,8.482,-79.515,-10.266,195.149,-133.23,-164.073,12.73,-27.057,-181.116,87.984,-149.932
-117.409,-113.27,-198.954,44.785,-176.121,81.86,51.716,10.444,-75.52,2.078,187.165,-77.579,-168.335,18.359,-29.478,-182.937,91.441,-83.411
-122.508,-10.541,-200.204,36.494,-163.944,77.172,40.957,12.743,-77.852,-16.603,203.74,-112.15,-155.141,26.345,-28.377,-184.702,90.015,-139.01
-133.708,-53.037,-199.61,43.271,-143.834,68.337,56.643,36.06,-69.589,-17.206,188.2,-21.404,-162.674,24.22,-74.029,-210.189,97.201,-132.581
-139.959,-27.568,-199.16,4.094,-169.554,80.988,38.664,24.636,-88.384,-30.292,185.075,-82.605,-175.402,23.816,-38.966,-198.342,85.334,-140.196
-135.704,-18.501,-198.343,62.989,-153.262,89.671,38.495,6.168,-79.963,24.413,191.534,-91.991,-177.409,34.739,-14.601,-199.666,92.079,-131.329
-138.661,-10.309,-198.109,80.993,-181.043,76.125,47.475,24.274,-81.801,63.06,182.468,-132.399,-169.594,20.569,-120.436,-224.895,92.511,-97.438
-126.692,-45.804,-199.907,72.497,-162.202,69.629,45.933,23.465,-85.084,8.434,184.32,-125.382,-151.018,20.609,-104.536,-151.136,90.054,-113.22
-134.267,-8.941,-199.526,12.711,-117.418,60.507,66.798,1.5,-76.282,54.659,202.661,-83.318,-166.409,33.408,-27.349,-221.078,87.109,-97.737
-126.333,32.094,-199.658,39.133,-157.503,68.042,40.579,4.081,-91.912,-3.594,209.46,-122.406,-160.227,25.541,-78.159,-197.625,80.198,-121.839
-131.043,15.446,-199.488,1.738,-150.392,84.672,48.507,11.566,-85.245,-5.657,202.458,-95.313,-158.662,27.517,-35.308,-195.351,101.588,-123.259
-115.212,-26.048,-198.388,56.143,-167.953,69.942,34.687,10.835,-81.149,-23.006,223.714,-3.677,-148.943,33.315,-33.808,-232.481,92.001,-184.001
-127.069,-19.1,-197.819,-6.766,-141.765,61.468,39.638,42.368,-87.334,-28.244,204.771,-56.996,-157.15,25.236,-16.742,-187.348,101.086,-135.553
-130.875,-44.098,-199.683,31.893,-156.79,79.457,49.061,18.79,-77.414,-22.182,170.789,-116.594,-167.476,25.617,3.062,-201.782,86.886,-127.583
-119.64,-36.246,-198.607,9.965,-170.64,72.905,64.527,15.249,-83.36,31.489,181.295,-21.09,-192.327,34.059,-1.267,-194.117,96.015,-93.058
-139.815,36.625,-201.753,87.477,-189.93,72.447,39.82,5.821,-88.43,-7.754,190.427,-128.307,-176.771,40.128,-58.141,-169.925,92.49,-116.319
-129.462,-67.916,-198.952,135.694,-167.791,62.593,47.895,3.639,-84.773,-20.021,197.316,-90.497,-161.366,22.839,-38.227,-153.948,101.031,-91.437
-130.389,-29.104,-199.38,67.919,-185.722,70.303,51.03,32.066,-88.96,20.553,207.684,-174.388,-169.647,29.989,-44.49,-209.884,97.055,-90.498
-120.761,10.852,-198.487,41.66,-167.643,68.624,34.963,7.674,-83.99,-9.115,182.504,-67.583,-146.974,25.498,-17.316,-210.867,93.464,-102.658
-163.959,-31.968,-200.089,23.471,-158.046,57.965,36.936,19.088,-76.485,63.13,194.044,-94.735,-165.782,40.192,7.556,-211.463,98.83,-90.445
-137.225,-2.815,-199.616,87.384,-156.573,93.821,50.449,-8.504,-85.921,-36.028,207.529,-62.913,-156.812,17.439,-2.353,-189.617,91.9,-141.134
-133.038,-51.326,-200.27,54.532,-163.62,104.097,31.405,5.168,-77.821,7.353,209.736,-84.159,-164.974,26.509,-14.017,-181.625,92.189,-130.006
-132.428,-29.886,-198.84,50.327,-130.756,81.977,47.904,5.025,-88.286,-5.634,207.89,-55.454,-148.849,16.83,-90.422,-172.166,98.842,-168.933
-128.422,-19.71,-198.467,46.662,-131.477,57.901,47.677,18.848,-76.847,-27.434,198.998,-93.121,-175.062,18.115,-43.98,-209.031,97.818,-103.586
-124.465,-37.876,-200.003,44.696,-146.481,96.158,50.929,10.044,-84.982,-15.626,198.379,-129.185,-166.947,27.579,-18.31,-175.44,91.372,-141.248
-126.445,16.298,-198.611,101.419,-169.903,72.185,23.838,-1.358,-82.913,17.931,191.225,-111.811,-178.545,34.105,-29.649,-158.848,100.861,-113.524
-122.192,-37.53,-199.477,159.482,-130.351,67.021,55.516,36.756,-85.09,-63.695,203.923,-123.699,-158.807,31.172,-60.983,-179.513,94.673,-102.513
-130.306,-16.498,-198.804,2.789,-143.086,108.646,40.008,27.157,-87.045,23.912,202.461,-97.221,-167.632,27.332,-54.363,-199.285,93.851,-113.675
-116.086,14.89,-200.173,98.597,-141.491,102.774,40.146,39.407,-90.785,5.588,201.468,-62.214,-168.625,23.842,-43.683,-191.43,98.789,-154.521
-116.852,-8.039,-200.189,31.122,-152.703,88.869,6.033,52.089,-88.508,-37.098,174.022,-65.392,-147.501,31.857,-0.698,-221.154,92.75,-138.451
-130.934,-53.308,-199.452,40.676,-174.233,68.071,33.103,8.467,-93.502,-23.681,193.718,-168.418,-145.73,25.361,-74.398,-163.753,85.921,-115.714
-132.501,10.045,-198.494,96.55,-130.665,66.029,38.019,13.158,-83.391,17.361,189.262,-58.021,-155.714,29.944,-46.933,-185.557,89.322,-78.069
-143.133,-46.438,-200.735,82.324,-145.783,77.943,38.093,30.915,-72.122,18.522,199.275,-50.251,-160.129,30.145,-31.07,-234.055,98.262,-158.079
-121.576,21.498,-199.717,99.501,-163.142,89.077,45.81,33.361,-78.094,-19.534,205.694,-61.591,-150.748,23.695,-24.054,-216.937,92.287,-94.841
-138.761,5.365,-199.062,74.732,-158.005,90.353,39.055,22.425,-81.686,13.819,190.512,-125.906,-156.28,31.029,-90.837,-198.9,96.921,-153.585
-140.338,-43.028,-198.059,99.431,-155.906,84.096,29.815,30.154,-80.156,0.042,206.182,-119.572,-170.725,26.435,18.102,-196.515,92.667,-138.668
-135.532,-61.662,-200.2,3.629,-140.323,78.579,55.112,29.673,-86.816,4.004,196.996,-120.979,-163.61,22.078,-60.069,-159.632,88.168,-91.226
-126.929,-25.809,-198.128,27.784,-162.477,106.943,41.063,20.561,-87.118,-51.344,206.644,-55.956,-158.641,22.736,-30.753,-192.9,102.098,-140.558
-113.479,21.275,-200.452,25.918,-176.784,69.841,51.184,14.679,-78.051,-34.961,200.584,-188.093,-147.818,28.711,-39.554,-234.889,96.411,-162.255
-138.813,-8.875,-199.571,61.818,-114.78,76.159,30.499,22.352,-87.785,-32.666,190.544,-122.318,-147.066,33.372,7.095,-253.213,87.188,-141.621
-125.739,-1.259,-199.518,61.312,-168.418,86.085,41.97,7.559,-74.32,-19.292,173.35,-81.99,-190.081,36.4,-36.997,-182.419,83.814,-68.77
-121.533,-21.767,-197.661,-0.275,-203.569,56.326,55.607,-24.631,-87.083,-64.63,168.295,-116.137,-150.807,31.182,-39.69,-229.34,99.344,-157.556
-130.586,-23.2,-199.74,24.37,-168.353,79.263,64.886,5.379,-80.12,-37.545,197.334,-96.259,-137.734,22.826,-79.31,-214.914,91.851,-131.075
-130.767,28.921,-197.732,164.282,-121.351,53.165,49.578,28.699,-77.687,-17.796,186.846,-52.726,-165.598,38.616,-22.542,-179.423,88.87,-89.708
-120.207,-49.002,-199.413,61.545,-147.447,81.329,53.141,40.93,-81.222,-16.102,182.475,-59.182,-173.221,39.579,-26.33,-244.389,91.488,-133.561
-106.126,-34.421,-199.503,75.081,-168.097,51.029,54.189,30.304,-78.043,-7.126,197.342,-52.083,-179.183,29.837,-45.193,-150.592,87.019,-156.822
-128.734,-53.842,-199.407,72.224,-179.445,81.674,43.696,16.397,-81.235,8.366,202.83,-68.559,-159.856,33.061,-58.163,-160.431,91.225,-125.369
-138.085,8.723,-200.026,111.623,-169.386,68.322,57.628,5.376,-83.593,-28.73,197.525,-66.109,-162.623,26.448,-68.964,-249.923,91.651,-131.926
-119.488,-1.17,-200.481,57.713,-136.672,90.181,41.983,18.641,-87.891,48.602,186.486,-69.223,-158.986,26.773,-35.342,-172.921,99.72,-159.364
-136.235,24.548,-199.303,42.149,-174.357,52.91,52.089,24.099,-79.674,-74.526,194.188,-103.153,-162.519,13.945,2.62,-174.719,91.452,-72.637
-115.914,-7.485,-198.788,84.292,-186.182,73.179,46.367,0.74,-77.166,64.335,203.806,-72.353,-173.997,26.729,-19.58,-181.455,77.591,-117.897
-115.159,-24.71,-199.714,45.624,-132.819,82.434,35.132,47.531,-80.76,45.478,216.121,-84.07,-158.629,30.049,-79.64,-197.805,100.726,-107.706
-121.413,-107.671,-198.995,55.057,-149.751,81.715,22.309,20.765,-78.058,9.636,199.325,-74.508,-162.804,20.241,-87.614,-195.261,90.513,-89.816
-116.508,-27.705,-199.555,65.531,-148.263,51.422,45.21,14.832,-86.563,-25.254,196.9,-92.914,-161.455,27.037,-36.719,-180.053,96.025,-178.672
-119.502,22.902,-200.511,4.187,-154.99,100.221,44.261,-2.63,-75.66,26.07,199.656,-76.925,-181.451,16.436,-68.409,-235.56,87.8,-179.944
-122.704,-55.728,-199.555,93.983,-179.674,73.757,53.0,8.827,-77.461,-0.414,189.545,-2.556,-184.279,20.784,13.187,-197.85,94.173,-61.291
-146.42,-40.399,-199.689,20.879,-188.016,82.549,55.759,40.519,-82.675,-2.733,175.987,-137.746,-175.946,30.257,-23.645,-198.733,90.742,-89.825
-127.208,-20.495,-199.763,69.227,-131.479,57.521,38.269,-11.271,-87.476,3.153,181.801,-70.716,-165.091,27.786,0.576,-255.491,86.285,-122.303
-127.353,-22.896,-199.237,6.532,-166.278,99.57,45.478,36.338,-88.117,-12.581,204.984,-60.441,-170.552,24.055,13.478,-158.798,102.362,-114.586
-117.036,1.066,-197.903,48.667,-154.3,76.994,41.305,15.014,-78.748,5.177,206.115,-118.19,-166.365,28.588,-78.005,-185.141,95.858,-139.455
-129.398,-36.944,-200.25,-16.463,-161.027,81.958,51.935,1.59,-82.993,84.505,199.495,-143.26,-167.918,23.633,-84.046,-216.131,99.072,-123.29
-153.468,-20.834,-198.42,58.077,-167.388,78.102,41.015,21.236,-85.425,8.943,175.727,-100.411,-168.842,23.894,28.844,-196.913,83.275,-137.883
-159.827,-2.679,-200.422,82.986,-185.718,96.27,72.204,4.386,-88.62,15.112,200.126,-150.947,-171.891,13.003,-38.588,-230.72,100.293,-146.959
-137.278,-60.011,-199.884,56.204,-161.491,67.073,39.447,45.08,-91.324,-24.016,206.566,-173.61,-154.094,34.371,-21.364,-215.044,84.452,-116.964
-137.89,-51.146,-198.517,65.466,-183.564,81.293,50.451,8.33,-72.633,20.172,202.738,-149.213,-175.509,31.561,-5.128,-191.707,87.043,-111.808
-126.798,13.583,-199.065,-3.428,-177.833,89.347,31.974,11.643,-88.354,19.554,186.034,-122.378,-164.839,25.428,-34.94,-197.48,81.899,-30.313
-123.282,-17.577,-200.026,74.384,-145.496,80.391,41.378,23.66,-85.268,-47.924,204.934,-75.005,-167.179,40.084,-4.512,-168.054,88.685,-67.629
-105.354,6.65,-200.887,9.457,-179.395,74.918,43.703,31.874,-90.599,0.803,198.323,-198.369,-185.482,22.035,8.827,-171.098,93.358,-137.013
-119.247,19.485,-200.051,18.257,-134.665,85.778,52.292,27.91,-85.906,26.319,185.27,-87.515,-174.251,25.221,8.807,-201.795,93.046,-97.797
-123.902,32.748,-200.216,68.669,-129.751,90.873,52.597,14.883,-90.691,10.093,205.344,-8.235,-162.899,33.021,-85.416,-202.194,96.294,-104.428
-125.099,-60.349,-199.672,30.624,-106.818,85.927,34.699,6.704,-88.092,-38.363,188.526,-135.298,-163.333,40.114,-85.335,-179.947,89.49,-128.479
-145.426,-6.063,-198.826,18.262,-191.873,64.303,59.768,37.259,-83.323,73.623,195.242,-88.325,-157.968,23.583,-13.774,-205.009,106.556,-99.197
-121.138,-34.647,-199.636,13.416,-129.083,105.191,36.02,6.788,-78.876,35.665,195.54,-35.791,-180.377,25.197,-2.314,-201.42,101.219,-141.633
-105.76,-35.25,-199.216,82.557,-155.163,81.687,36.682,-17.538,-89.686,-4.072,185.012,-6.455,-164.221,26.07,-33.645,-161.407,101.266,-100.06
-141.848,-60.27,-199.681,117.887,-155.285,94.122,30.615,37.975,-87.677,-19.352,206.191,-146.735,-159.181,34.807,-12.664,-180.26,84.33,-125.387
-138.52,-30.071,-200.31,43.058,-106.618,54.497,39.217,12.349,-77.616,7.173,194.376,-127.143,-164.46,26.645,6.29,-179.709,92.464,-110.471
-128.392,-36.245,-199.139,77.013,-181.177,66.606,42.946,29.027,-87.41,-30.636,194.811,-54.175,-168.347,28.965,-23.828,-181.339,100.29,-143.36
-152.215,-27.543,-199.09,155.797,-172.673,87.631,41.869,33.429,-85.055,46.187,196.787,-81.572,-173.32,29.092,-86.756,-163.193,102.279,-103.562
-121.646,-33.668,-200.098,105.754,-123.33,51.511,28.101,18.187,-81.808,44.925,163.597,-88.998,-174.162,34.681,-30.712,-170.552,91.773,-109.556
-130.439,29.223,-199.136,115.012,-154.406,73.72,47.945,14.893,-86.434,-39.632,192.76,-88.459,-173.686,23.603,-10.046,-186.701,92.571,-115.46
-112.656,-32.241,-198.264,90.708,-87.431,78.602,35.989,6.874,-90.317,-27.686,180.539,-77.153,-184.778,21.88,-8.308,-194.746,84.346,-126.483
-126.293,-2.605,-200.111,-13.843,-159.141,75.426,43.447,3.66,-90.837,-16.072,196.284,-91.75,-171.487,39.774,-21.636,-216.207,91.359,-88.806
-123.35,-46.363,-199.502,73.623,-145.167,68.891,50.512,7.345,-86.161,-26.598,198.114,-2.608,-188.431,30.544,-50.563,-203.166,93.877,-43.413
-136.801,6.439,-199.675,113.502,-148.012,87.002,45.824,23.613,-83.836,-52.534,164.842,-142.685,-179.915,31.509,-39.597,-234.099,94.434,-103.712
-122.889,-39.646,-200.335,57.502,-157.263,63.88,51.693,35.754,-79.048,-34.723,194.259,-146.257,-169.273,16.987,23.015,-246.215,95.025,-132.685
-120.81,-54.136,-198.894,44.831,-193.165,51.755,42.619,24.009,-82.46,-15.755,200.621,-35.372,-155.868,25.351,-4.342,-227.663,100.992,-118.669
-130.114,-28.456,-200.013,55.529,-159.742,68.553,48.097,4.478,-94.8,9.791,195.701,-72.909,-175.326,22.727,0.379,-195.097,91.451,-181.191
-128.933,-30.686,-199.522,38.613,-158.203,71.044,33.039,22.272,-81.767,-23.627,195.642,-175.06,-154.759,22.511,-48.416,-186.339,88.29,-126.116
-144.384,19.26,-199.628,45.35,-159.81,86.887,57.657,24.994,-76.675,29.531,173.459,-68.822,-154.394,25.677,10.983,-220.129,98.694,-82.653
-128.381,-11.551,-198.849,120.856,-135.992,68.404,32.448,16.691,-79.807,-51.055,194.623,-126.581,-160.686,17.546,-93.443,-209.775,94.807,-82.964
-115.591,-50.472,-199.281,130.977,-170.988,47.193,46.335,24.481,-79.489,-35.597,200.363,-126.303,-154.994,26.233,5.905,-247.199,90.324,-138.883
-127.547,-124.924,-200.093,90.248,-187.844,80.207,47.66,15.826,-83.846,6.942,209.771,-67.152,-177.957,19.82,-45.466,-198.728,93.916,-69.122
-148.792,49.13,-199.838,65.235,-143.033,55.022,45.983,21.531,-82.119,-39.575,203.113,-31.421,-152.518,33.318,-56.402,-219.366,86.228,-113.526
-114.311,-36.367,-198.505,106.019,-166.187,82.22,47.064,-9.829,-83.98,30.467,176.727,-107.582,-152.376,33.299,-16.535,-223.697,88.839,-188.733
-124.861,-52.693,-199.118,82.952,-149.825,52.216,43.894,7.517,-93.702,-55.65,192.488,-112.176,-183.582,28.498,-21.547,-180.897,91.692,-103.117
-112.236,-28.683,-199.289,33.972,-138.797,95.877,44.847,21.006,-88.345,-34.237,196.846,-121.623,-173.925,18.504,-51.019,-195.646,79.21,-96.269
-131.211,-25.26,-199.366,137.687,-163.924,67.402,55.663,9.134,-83.977,-36.13,183.385,-105.271,-154.616,37.476,-9.09,-214.592,103.115,-120.003
-128.404,20.098,-198.917,149.524,-173.431,70.393,28.805,19.623,-82.374,-57.698,196.276,-80.79,-159.92,17.095,-66.844,-218.859,86.247,-49.248
-124.207,-23.12,-199.886,68.003,-157.034,92.235,39.078,18.19,-91.411,3.794,211.305,-108.095,-162.417,24.11,-87.727,-189.967,85.568,-161.135
-126.753,2.415,-200.813,21.258,-154.874,68.988,38.066,9.414,-91.165,41.027,188.297,-90.744,-186.684,22.909,-30.934,-217.502,92.104,-98.351
-122.952,-9.986,-200.203,52.655,-186.404,75.024,60.514,38.418,-79.56,21.681,197.635,-133.08,-167.361,39.304,-54.002,-221.81,105.986,-88.603
-133.198,-45.527,-198.561,102.68,-178.1,71.77,31.598,17.693,-77.454,19.731,185.846,-83.775,-172.776,7.341,-63.997,-196.762,106.444,-135.174
-146.642,-1.824,-200.143,36.162,-161.862,80.308,58.827,28.007,-78.492,6.342,187.6,-108.76,-186.821,20.643,-22.568,-199.87,101.131,-161.24
-147.594,-39.688,-198.854,119.929,-145.954,92.243,59.692,-2.05,-81.281,1.519,199.061,-81.754,-157.799,23.919,-33.761,-162.73,99.981,-87.79
-115.072,-40.977,-199.824,98.355,-139.512,65.93,53.682,16.804,-80.431,4.394,188.936,-109.314,-183.757,19.992,-45.512,-266.882,86.369,-142.635
-139.011,-46.257,-199.736,52.254,-160.551,87.041,52.409,30.009,-89.788,-8.995,187.272,-141.202,-169.524,29.689,-60.893,-213.364,93.901,-160.093
-119.941,-25.792,-199.542,-4.514,-151.675,83.672,49.669,13.059,-91.164,15.761,205.926,-67.196,-175.185,25.233,19.867,-165.718,94.188,-110.804
-128.042,-40.136,-198.704,101.152,-160.579,73.146,48.266,6.334,-92.718,-16.269,200.844,-86.975,-173.673,32.867,-107.339,-183.819,90.235,-129.605
-125.445,15.583,-198.844,-25.203,-151.335,78.346,60.991,-2.04,-88.669,1.491,193.737,-61.608,-168.559,25.194,-19.59,-221.326,83.979,-116.266
-152.597,-21.718,-198.185,47.469,-155.983,49.653,41.079,12.432,-93.5,-33.311,180.644,-100.476,-169.858,28.715,-8.659,-252.895,83.802,-175.577
-133.721,42.812,-199.417,48.697,-153.313,56.763,47.458,17.397,-79.743,31.988,189.515,-171.751,-167.459,33.492,-51.006,-211.048,97.133,-70.457
-131.014,-61.218,-199.508,65.568,-157.485,59.38,34.725,20.634,-86.615,42.706,189.411,-9.489,-175.456,20.95,-15.533,-190.401,87.616,-103.165
-109.11,12.657,-200.4,74.085,-133.293,66.279,63.597,20.613,-80.864,-20.28,205.508,-46.329,-162.171,21.037,-14.198,-225.598,88.341,-84.907
-134.487,-62.972,-200.323,39.966,-173.328,64.204,42.562,46.308,-86.417,24.171,200.785,-90.002,-184.542,23.744,-45.272,-200.533,84.414,-124.458
-138.751,-52.886,-198.744,15.635,-133.272,96.68,51.952,13.466,-83.618,63.72,190.287,-101.843,-151.588,26.575,-85.439,-184.468,80.671,-139.006
-141.044,-56.523,-198.945,73.872,-139.456,74.983,35.536,-0.062,-81.571,-13.645,196.2,-34.364,-189.017,23.995,-35.653,-201.35,91.452,-116.431
-129.07,-21.776,-199.102,56.715,-130.495,85.867,53.23,27.04,-85.966,20.349,189.805,-61.801,-161.752,27.978,12.439,-190.05,92.344,-98.739
-147.55,-57.073,-200.011,99.918,-184.126,76.681,48.222,10.24,-89.168,27.659,198.292,-138.228,-179.22,23.752,-46.487,-186.934,85.772,-130.734
-149.414,24.326,-198.481,54.942,-127.958,73.724,58.164,15.947,-87.245,11.536,198.513,-84.108,-175.105,27.056,-54.865,-211.913,86.385,-141.582
-139.269,-67.081,-199.485,63.378,-169.856,90.091,39.45,35.158,-85.971,27.242,190.305,-72.224,-145.61,26.65,-76.179,-166.006,96.491,-100.024
-118.866,-38.89,-199.397,84.975,-158.84,80.845,42.796,26.568,-86.413,-11.169,192.39,-99.386,-168.947,25.136,69.849,-176.99,114.121,-141.474
-152.873,14.057,-198.74,113.629,-125.547,63.372,55.197,13.202,-79.921,-76.022,194.671,-119.313,-152.663,28.89,-98.316,-198.152,88.066,-83.771
-134.618,15.779,-199.673,77.675,-146.54,81.216,38.672,29.539,-93.168,-59.572,207.787,-114.773,-171.505,27.994,-25.201,-217.061,84.887,-118.382
-135.2,-68.893,-197.933,92.34,-155.149,73.106,41.509,19.168,-86.411,23.539,216.375,-72.638,-181.887,25.061,-38.356,-209.786,84.779,-71.607
-123.706,-7.579,-198.475,50.861,-176.7,108.127,39.5,32.996,-90.439,-2.24,198.487,-52.595,-169.435,32.405,-67.002,-158.97,102.838,-176.34
-134.337,-26.298,-198.652,23.685,-126.089,83.192,43.591,18.11,-80.18,-19.463,200.784,-14.139,-167.342,25.467,7.033,-206.034,94.416,-181.74
-123.685,16.958,-199.236,90.584,-112.398,92.013,27.437,14.64,-89.079,0.662,194.21,-46.373,-164.553,17.765,-21.616,-162.906,92.811,-110.938
-127.14,2.066,-199.97,53.777,-156.544,76.787,57.538,23.124,-80.333,10.51,205.286,-124.272,-196.327,24.917,-14.388,-184.594,97.523,-118.682
-146.8,-9.672,-199.335,87.18,-151.091,90.519,33.129,-6.223,-87.502,5.128,185.024,-68.969,-174.862,28.119,-42.903,-166.358,77.68,-88.923
-142.397,29.903,-199.085,41.037,-153.503,99.925,32.868,-3.54,-83.625,50.69,210.151,-84.705,-178.284,29.727,-59.963,-212.334,87.78,-77.914
-131.43,-54.515,-199.115,29.311,-163.122,71.507,32.121,3.969,-88.508,25.567,206.295,-164.836,-171.349,26.843,-35.86,-185.697,103.115,-128.835
-106.755,-23.281,-199.455,103.344,-153.15,78.745,43.578,1.859,-91.155,-32.357,200.524,-109.797,-162.632,20.207,-25.667,-215.907,90.154,-69.374
-120.32,-30.807,-199.667,88.155,-135.687,80.231,55.494,34.06,-86.488,-18.405,200.997,-91.588,-185.315,18.583,-67.419,-203.986,90.685,-146.789
-114.824,-29.792,-199.452,74.649,-150.264,117.329,42.684,20.401,-83.62,-6.861,170.928,-98.186,-163.123,24.576,1.007,-190.647,95.992,-127.407
-142.013,-65.161,-200.063,49.463,-182.413,77.705,27.876,-10.696,-83.46,-0.573,211.607,-41.909,-185.434,27.297,9.606,-229.195,88.188,-140.786
-144.909,-9.727,-199.307,67.958,-137.421,62.133,43.265,19.428,-91.407,-10.834,196.186,-38.291,-166.081,30.418,-7.419,-193.014,91.932,-118.184
-122.402,-19.183,-197.757,47.325,-160.644,78.609,38.91,11.658,-87.719,0.031,212.015,-122.075,-162.254,23.392,-25.258,-179.976,87.374,-136.475
-142.721,-24.049,-198.893,60.153,-108.552,53.812,43.997,29.0,-80.458,37.87,202.729,-113.537,-173.08,33.039,-5.227,-198.814,91.571,-157.627
-120.187,-40.07,-200.293,24.761,-169.879,61.545,31.762,23.806,-88.026,-8.538,195.341,-86.995,-171.184,37.897,-38.525,-185.652,91.983,-122.364
-130.468,-26.757,-200.813,101.171,-142.861,76.863,43.387,10.476,-86.248,-11.209,191.862,-137.684,-176.03,26.655,-95.149,-193.673,90.405,-88.169
-159.03,-14.493,-198.802,95.611,-167.746,99.248,49.553,34.616,-90.768,-41.349,192.306,-22.19,-181.926,19.63,-6.628,-215.494,97.913,-117.825
-145.775,-17.077,-198.358,16.061,-145.355,86.338,50.335,15.742,-85.21,16.502,193.285,-85.344,-174.65,29.823,-127.633,-185.93,91.431,-138.71
-123.728,18.873,-199.828,54.46,-157.118,34.465,23.712,25.243,-84.623,-12.873,207.606,-40.534,-151.71,22.734,22.936,-194.913,89.986,-113.878
-125.429,-33.897,-200.722,8.725,-187.589,94.178,44.415,14.106,-81.193,-3.144,203.097,-30.785,-153.266,33.551,-35.73,-171.823,97.506,-115.463
-150.039,-55.76,-200.912,63.611,-172.361,60.245,61.474,19.592,-79.519,-27.332,213.618,-114.61,-167.226,14.237,-40.994,-182.187,87.598,-156.096
-131.947,-44.674,-198.968,96.577,-155.765,57.085,36.509,30.401,-88.674,1.855,192.259,-137.18,-143.492,38.811,-40.923,-189.741,86.351,-45.668
-119.431,-38.96,-199.914,39.114,-146.972,75.168,29.817,22.47,-84.631,-43.683,186.897,-118.679,-173.435,36.102,3.506,-151.527,104.501,-141.036
-155.254,4.691,-200.044,63.737,-141.471,86.309,26.094,9.774,-78.279,14.825,189.702,-199.915,-171.774,16.816,-3.277,-187.659,82.139,-114.644
-118.335,11.494,-199.112,52.354,-156.9,79.37,35.933,17.788,-79.147,21.769,193.642,-143.037,-173.455,10.028,-7.693,-161.179,89.218,-117.468
-124.159,-19.646,-199.141,73.241,-132.249,84.076,32.986,27.1,-79.495,-67.903,188.048,-123.387,-165.002,32.699,-38.567,-182.916,102.687,-116.093
-145.157,-9.906,-200.231,84.456,-163.085,97.136,46.646,3.028,-83.242,29.323,193.512,-50.709,-186.521,21.092,-85.898,-167.494,92.445,-93.024
-123.469,-13.108,-199.783,65.165,-134.721,62.775,38.816,15.578,-88.103,53.149,221.031,-214.123,-171.125,25.104,-57.811,-191.152,97.519,-142.549
-135.008,-6.966,-198.835,40.514,-179.474,88.958,25.654,43.444,-78.821,20.579,187.368,-60.107,-159.007,23.017,-52.267,-229.323,86.522,-147.546
-141.461,-65.069,-199.688,14.057,-139.014,67.66,40.966,25.546,-79.465,-65.959,210.396,-129.296,-163.317,30.028,-25.535,-212.952,88.438,-158.563
-106.238,-66.946,-197.987,47.794,-140.766,70.243,36.713,25.53,-90.227,22.947,191.592,-103.951,-173.165,18.582,60.956,-253.695,87.782,-67.987
-147.822,-62.409,-198.098,24.463,-175.733,68.66,47.14,0.034,-75.45,-9.052,196.628,-91.897,-161.771,38.429,-58.538,-171.839,93.586,-143.615
-134.829,-36.669,-200.742,63.037,-207.826,97.952,42.868,3.382,-86.869,-20.436,207.335,-40.741,-153.984,32.058,-85.057,-176.738,92.632,-116.325
-149.99,-34.873,-199.835,41.626,-154.493,82.81,46.393,27.245,-85.032,-43.538,189.102,-110.837,-172.847,21.165,-30.03,-164.93,90.217,-133.301
-127.847,-55.436,-199.784,-35.509,-172.074,65.666,40.519,-2.435,-81.315,3.547,193.346,-126.458,-157.56,22.666,-9.604,-192.083,87.683,-122.358
-171.534,-15.464,-199.742,47.214,-141.623,69.794,43.483,16.91,-85.769,-70.001,184.474,-97.425,-152.123,30.433,-37.648,-155.442,93.407,-102.697
